Geometry,Merge number,Art Year,Major conservation,created date,last edited,Artist full name,List title,Short description,Tour card,Fact sheet URL,Photo quality,Video URL,Google map URL,Latitude,Longitude,photo caption,Photo alt,More Info URL,Related Project URL,Current Interest,Special Interest,Nearest Point of Interest,Zoom,Accession Number,Last name,First name,Series,Title,Featured,Display term,Detailed materials,Category,Object Type,Dimensions,Location,Additional Location Information,Actual address,Interior or Exterior,Location type,Location 2,Permission required,Permission type,Neighborhood,Tags keywords,tags keywords 2,Tour_Card,Conservation status,Temporary or permanent,Photo website,Theme Tags
POINT (-71.1007682397085 42.36842350999538),286,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,John Tagiuri,Chairs and Endless Lamps (Left lamp),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Respite.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36842351,-71.10076824",42.36842351,-71.10076824,,,,,,,Central,in,CAC.02.03a,Tagiuri,John,Chairs and Endless Lamps,(Left lamp),no,,"Concrete, paint and metal",Sculpture,Sculptural Light,183”(h) x 48”(dia.),Moses Youth Center,"Behind 243 Harvard Street, between the youth center building and the adjacent Sennott Park basketball court","243 Harvard St, Cambridge, MA 02139",Exterior,Playground,Public Building; Playground,no,,The Port,light,Egyption; light; respite; seat; sit,Relish a Respite,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Tagiuri_ChairsAndEndlessLamps_leftlamp.jpg,love
POINT (-71.07614083000581 42.36687579003237),225,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Chicory and Bumble Bee),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36687579,-71.07614083",42.36687579,-71.07614083,,,,,,,Lechmere,in,CAC.92.03.25,Webb,Nancy,Untitled,(Chicory and Bumble Bee),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; bee; plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_25_Webb.jpg,love
POINT (-71.1523312897224 42.37809388025385),319,1995,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lilli Ann Rosenberg,Untitled,,,,,,"https://www.google.com/maps/search/?api=1&query=42.37809388,-71.15233129",42.37809388,-71.15233129,"Photo credit: Craig Bailey, Perspective Photography",,,,,,Fresh Pond,out,CAC.95.06a-d,Rosenberg,Lilli Ann,Untitled,,no,,"Ceramic tiles, glazed",Mosaic,Mosaic mural; Sculpture,,Haggerty School,Front lobby,110 Cushing Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Strawberry Hill,children,animal; color; play; kids; children; community,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Rosenberg_CAC9506ad_Kids_PerspectivePhoto.JPG,industrial
POINT (-71.10763928039793 42.36113753011186),157,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Levitated Stone (Small frog water fountain),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Nature.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.36113753,-71.10763928",42.36113753,-71.10763928,,,,,,,Central,in,CAC.87.06k,Phillips,David,Levitated Stone,(Small frog water fountain),no,,Silicon bronze,Sculpture,Bronze Relief,"10.5""""(dia.) (each)",Dana Park,"Intersection at Corporal McTernan Street and Magazine street, outside of playground",,Exterior,Park,Park; Playground,no,,Cambridgeport,animal,frog; animal; fountain; outdoors; land; flora; fauna; nature,Next Stop Nature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG,goofy
POINT (-71.10072199004605 42.36838326960908),406,2018,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Marc Cooper,Untitled (Moses Youth Center Collaborative),,,,,,"https://www.google.com/maps/search/?api=1&query=42.36838327,-71.10072199",42.36838327,-71.10072199,,,https://www.cambridgema.gov/arts/publicart/flowgrants,https://www.cambridgema.gov/Departments/publicworks/cityprojects/2015/theportinfrasctructureimprovements,,,Central,in,CAC.18.01.3,Cooper,Marc,Untitled (Moses Youth Center Collaborative),,no,,"Mixed media/ Wood, canvas, fiberglass, paint, collage, and polyester surfboard resi",Sculpture,Sculpture,"29""""(h) x 23""""(w) x 14""""(d)",Moses Youth Center,back of building on deck,243 Harvard Street,Interior,Public Building,Public Building; Park,no,,,Abstract,abstract; garden; surf; shape,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_03.jpg,industrial
POINT (-71.11190556995089 42.35599509995028),10,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Valve plate),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3559951,-71.11190557",42.3559951,-71.11190557,,,,,,,Central,same,CAC.02.01q,Harries; Heder,Mags; Lajos,Drawn Water,(Valve plate),no,,Bronze,Sculpture,Bronze,"8"""" (dia.)",Morse Elementary School,Bronze relief in sidewalk outside of building,40 Granite Street,Exterior,School,School; Public Building,no,,Cambridgeport,water,water; puddle play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201q_Morse.jpg,industrial
POINT (-71.1152735798918 42.37208381023017),189,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Wrought iron fence),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37208381,-71.11527358",42.37208381,-71.11527358,,,,,,,Harvard,in,CAC.97.02.23,Phillips,David,Spiral,(Wrought iron fence),no,,Painted wrought iron,Sculpture,Metal Fence,15”-41”(h); 1130” x 944’ (overall area),Quincy Square,fence surrounds park and the island traffic median across the intersection,,Exterior,Public Square,Public Square,no,,Mid-Cambridge,nature,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970223_Spiral.jpg,goofy
POINT (-71.10338242957394 42.370079040224795),392,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Michael Glier,Town Green: Ivy/Sky,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243",42.37007904,-71.10338243,,,,,,,Central,in,CAC.04.01g,Glier,Michael,Town Green,Ivy/Sky,no,,Acrylic and charcoal on sheetrock,Mural,Painted Mural,"129.5”(h) x 96.5""""(w) and 129.5”(h) x 97.5""""(w)",City Hall Annex,"2nd floor, south wall, atrium",344 Broadway,Interior,Public Building,Public Building,no,,Mid-Cambridge,community,"about Cambridge; city; drawing, community; civic; government; democracy",Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_07b_TownGreen_sky.jpg,oceanic
POINT (-71.07576661020192 42.369753339620935),54,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,William Wainwright,Never Green Tree,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Flight.pdf,,1.0,,"https://www.google.com/maps/search/?api=1&query=42.36975334,-71.07576661",42.36975334,-71.07576661,,,,,,,Lechmere,same,CAC.87.01,Wainwright,William,,Never Green Tree,no,,"Steel, aluminum, Mylar",Sculpture,Kinetic Metal Sculpture,420”(h) x 96”(dia.),Canal Park,"Between Cambridge Street, First Street and the Galleria Mall: on a raised plaza at the north end of the Thomas Graves Landing",,Exterior,Park,Park,no,,East Cambridge,abstract,kinetic; abstract; tree; wings; soar; fly; flight,Take Flight,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_87_01_Wainwright.JPG,industrial
POINT (-71.1292576905138 42.390086109933215),360,2006,2011,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Randal Thurston,Yerxa Road Underpass,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Flight.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.39008611,-71.12925769",42.39008611,-71.12925769,,,,,,,Davis,out,CAC.06.03,Thurston,Randal,Yerxa Road Underpass,,no,,"Painted steel, painted and sandblasted ceramic tiles",Landscape,Tiled Wall,,Yerxa Road Underpass,Under Fitchburg commuter rail line,,Exterior,Pathway,Pathway,no,,North Cambridge,animal,"bird; insect, butterfly, animal; wings; soar; fly; flight",Take Flight,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03a_Thurston.jpg,sentimental
POINT (-71.07741914009469 42.369007609615025),170,2011,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Simonds,Beacon of Color (k),,,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.36900761,-71.07741914",42.36900761,-71.07741914,,,,,,,Lechmere,in,CAC.11.01k,Simonds,Nancy,Beacon of Color,,no,,Acrylic on Sintra,Mural,Painted Mural,86”(h) x 166”(w),First Street Garage,Corner of First and Spring St.,,Exterior,Pathway,Public Building; Pathway,no,,East Cambridge,abstract,abstract; shape; color,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01k_Simonds.JPG,memorial
POINT (-71.11606307046449 42.36765507955692),142,1999,2020,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,William Reimann,Untitled (Column with cormorant),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.36765508,-71.11606307",42.36765508,-71.11606307,,,,,,,Harvard,in,CAC.99.08c,Reimann,William,Untitled,(Column with cormorant),yes,,Granite (sandblasted) and paint,Sculpture,Stone,38”(h) x 9”(w) x 9”(d),Corporal Burns Park,Intersection at Memorial Drive and Flagg Street,,Exterior,Park,Park; Pathway,no,,Riverside,animal,bird; nature; animal; critter; creature,Inspect a Cantabridgian Creature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_c_Reimann.JPG,sentimental
POINT (-71.13671204734662 42.38660706782674),426,2022,0,12/05/2022 12:00:00 AM,12/05/2022 12:00:00 AM,Dominic Michael Killiany,Stroll After the Rain,,,,,,https://goo.gl/maps/Bkq8tjXQSQiyLYgS8,42.386615,-71.136713,,,https://www.cambridgema.gov/arts/publicart/whatsnew/dominickillianyatuniversaldesignplayground,,,,Fresh Pond,same,CAC.22.01.9,Killiany,Dominic,,Stroll After the Rain,no,,Color pigments printed onto aluminum panel (detail from original acrylic painting),Mural,Digifuse Print,"31""(h) x 47.75""(w)","Danehy Park, Louis A. DePasquale Universal Design Playground",Tower structure ramp,,Exterior,Playground,Park; Playground,no,,Neighborhood Nine,landscape,painting; digifuse; color; shape,,,Permanent,,industrial
POINT (-71.12927432042764 42.39001816982326),110,2006,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Randal Thurston,Yerxa Road Underpass (Archway- south trellis),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Flight.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.39001817,-71.12927432",42.39001817,-71.12927432,,,,,,,Porter,in,CAC.06.03d,Thurston,Randal,Yerxa Road Underpass,(Archway- south trellis),no,,Painted steel,Landscape,Metal,"114""""(h) x 184.5”(w)",Yerxa Road Underpass,Under Fitchburg commuter rail line,,Exterior,Pathway,Pathway,no,,Neighborhood Nine,animal,bird; animal; wings; soar; fly; flight,Take Flight,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03d_Thurston.JPG,industrial
POINT (-71.1127445400143 42.35613782036608),330,1957,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,György Kepes & Juliet Kepes,Untitled (Rooster on Blue Background),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.35613782,-71.11274454",42.35613782,-71.11274454,,,,,,,Central,same,CAC.99.03,Kepes; Kepes,György: Juliet,Untitled,(Rooster on Blue Background),no,,Enameled metal tiles,Mosaic,Enameled Tile Mural,94”(h) x 84”(w),Morse School,"1st floor, hallway",40 Granite Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Cambridgeport,animal,tile; take flight; animal; nature; color,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_UntitledRoosterOnBlueBackground_07.JPG,industrial
POINT (-71.07980955994351 42.36765134995787),257,2008,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Roberley Bell,Here and There,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Garden.pdf,,1.0,,"https://www.google.com/maps/search/?api=1&query=42.36765135,-71.07980956",42.36765135,-71.07980956,,,,,,,Lechmere,same,CAC.08.03a-d,Bell,Roberley,,Here and There,no,,Painted steel,Sculpture,Metal Sculptural Trellis,108”(h) x 192”(w) x 72”(d) overall,Costa Lopez Taylor Park and Community Garden,Corner of Lopez Ave. and Charles Street,,Exterior,Garden,Park; Garden,no,,East Cambridge,nature,plant; nature; squash; garden; grow; nurture,Plant Yourself in a Garden,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Bell_CAC0803ad_HereAndThere.JPG,nostalgia
POINT (-71.11525713956141 42.362293339930375),125,1980,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Stone Work (Bronze and stone),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Nature.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36229334,-71.11525714",42.36229334,-71.11525714,,,,,,,Central,in,CAC.80.08b,Phillips,David,Stone Work,(Bronze and stone),no,,Silicon bronze and granite,Sculpture,Sculpture,26”(h) x 75”(w) x 38”(d),Riverside Press Park,Intersection of River Street and Memorial Drive,,Exterior,Park,Park; Playground,no,,Riverside,nature,stone; nature; outdoors; land; flora; fauna,Next Stop Nature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8008b_StoneWork.JPG,goofy
POINT (-71.07609679037894 42.36686877024167),226,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Chicory),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36686877,-71.07609679",42.36686877,-71.07609679,,,,,,,Lechmere,in,CAC.92.03.26,Webb,Nancy,Untitled,(Chicory),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_26_Webb.jpg,love
POINT (-71.09219409962091 42.371360669891246),338,2005,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Jay Coogan,Untitled (Dogs and Cats),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.37136067,-71.0921941",42.37136067,-71.0921941,,,,,,,Central,out,CAC.05.02,Coogan,Jay,Untitled,(Dogs and Cats),no,,Painted aluminum,Sculpture,Metal,,Donnelly Field,Outside of Frisoli Youth Center,61 Willow Street,Exterior,Playground,Park; Playground,no,,Wellington-Harrington,animal,cats; dogs; animal; critter; creature,Inspect a Cantabridgian Creature,hide,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC0502a_Untitled.JPG,oceanic
POINT (-71.10102105997858 42.37404871043074),78,1987,2015,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lisa Houck,The Bluefish is Good Tonight (b),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Ocean.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37404871,-71.10102106",42.37404871,-71.10102106,,,,,,,Inman,in,CAC.87.07b,Houck,Lisa,The Bluefish is Good Tonight,The Bluefish is Good Tonight,no,,Enamel paint on aluminum,Mural,Painted Mural,48”(h) x 60”(w),Cambridge Health Alliance (Inman Square),"2nd story, exterior of building wall",237 Hampshire Street,Exterior,Non-city building,Non-city building,no,,Wellington-Harrington,nature,water; fish; nature; abstract; ocean; water; sea; sea creature,Ode to the Ocean,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_87_07_Houck.JPG,oceanic
POINT (-71.11567132047821 42.3723625499986),194,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Wrought iron fence),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37236255,-71.11567132",42.37236255,-71.11567132,,,,,,,Harvard,in,CAC.97.02.26,Phillips,David,Spiral,(Wrought iron fence),no,,Painted wrought iron,Sculpture,Metal Fence,15”-41”(h); 1130” x 944’ (overall area),Quincy Square,fence surrounds park and the island traffic median across the intersection,,Exterior,Public Square,Public Square,no,,Mid-Cambridge,nature,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970226_Spiral.jpg,oceanic
POINT (-71.07650372036618 42.36646486955255),213,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Daylily),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36646487,-71.07650372",42.36646487,-71.07650372,,,,,,,Lechmere,in,CAC.92.03.13,Webb,Nancy,Untitled,(Daylily),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_13_Webb.jpg,memorial
POINT (-71.13098305994593 42.39348573037262),97,2001,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Jane Goldman,Patchwork Oasis,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.39348573,-71.13098306",42.39348573,-71.13098306,,,,,,,Davis,same,CAC.01.03a-e,Goldman,Jane,Patchwork Oasis,,no,,Concrete pavers,Landscape,Concrete paver area with trees,129”(w) x 129”(d) (each),James F. Walsh Square,"Intersection at Rindge Avenue, Cedar Street and Rice Street",111 Rice Street,Exterior,Pathway,Pathway,no,,North Cambridge,abstract,abstract,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/cac_01_03ae_goldman.JPG,oceanic
POINT (-71.10338242957394 42.370079040224795),397,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Michael Glier,Town Green: Dutchman’s Pipe,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243",42.37007904,-71.10338243,,,,,,,Central,in,CAC.04.01a,Glier,Michael,Town Green,Dutchman’s Pipe (2 panels),no,,Acrylic and charcoal on sheetrock,Mural,Painted Mural,"a) 92”(h) x 52""""(w) and 92”(h) x 51”(w)",City Hall Annex,"a)1st floor, north wall, lobby",344 Broadway,Interior,Public Building,Public Building,no,,Mid-Cambridge,community,"about Cambridge; city; drawing, community; civic; government; democracy",Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_01a_TownGreen_dutchmanspipe.jpg,industrial
